review_text,rating,category,subject_id,subject_name,sentiment_class,reputation_index
"Супер, дизайн нет нареканий.",4,Спорт и отдых,SUBJ_0028,ГлобалПлюс,2,0.894
"Брак, долгая доставка, однако не хуже других.",2,Книги,SUBJ_0015,ЛюксПро,0,-0.6269
Материал сломалось через неделю. Жалею что купил.,2,Спорт и отдых,SUBJ_0021,ПремиумЦентр,0,-0.4921
"Супер, превзошло ожидания, при этом за такие деньги норм.",4,Электроника,SUBJ_0030,ГлобалШоп,2,0.8977
"Очень доволен, размер работает идеально.",5,Одежда,SUBJ_0049,ГлобалМаркет,2,0.761
"Всё отлично, обслуживание радует каждый день.",5,Ресторан,SUBJ_0024,СтандартМаркет,2,0.3912
"Отвратительно, печать деньги не вернули.",2,Книги,SUBJ_0031,ГлобалЦентр,0,-0.4312
"Разочарован, сломалось через неделю, хотя ожидал большего.",1,Отель,SUBJ_0013,ЭкспрессТрейд,0,-0.1762
Обычный товар. Без восторга.,4,Книги,SUBJ_0018,ГлобалПро,1,0.2988
"Плохой товар, цены потерянная посылка.",1,Ресторан,SUBJ_0006,ТехноМирСток,0,-0.4328
Есть недостатки. Не впечатлило.,3,Одежда,SUBJ_0015,ЛюксПро,1,-0.0113
Очень нет нареканий. Хороший выбор!,3,Электроника,SUBJ_0027,ГлобалТрейд,1,0.0981
Так себе. Есть и плюсы и минусы.,2,Отель,SUBJ_0017,СтандартТрейд,1,-0.3024
"Лучшее что покупал, всё как в описании, правда без восторга.",4,Продукты питания,SUBJ_0002,МегаМаркетСток,1,0.1818
Лучшее что покупал! немного буду заказывать ещё.,4,Книги,SUBJ_0009,ТехноМирМаркет,2,0.9163
"Прекрасная покупка, содержание стоит своих денег.",4,Книги,SUBJ_0011,ГлобалТрейд,2,0.8307
"Лучшее что покупал, материал быстрая доставка.",3,Одежда,SUBJ_0002,МегаМаркетСток,1,-0.2562
Упаковка всё как в описании. Понравилось.,4,Косметика,SUBJ_0016,МегаМаркетСток,2,0.7477
"Пойдёт, еда не идеально но сойдёт.",3,Ресторан,SUBJ_0046,ТехноМирГрупп,1,0.1818
Крайне не стоит таких денег. Ужасное качество!,3,Ресторан,SUBJ_0013,ЭкспрессТрейд,0,-0.2927
Обслуживание быстрая доставка. Замечательно.,4,Ресторан,SUBJ_0009,ТехноМирМаркет,2,0.245
"Рекомендую, отличный сервис. Однако не идеально но сойдёт.",4,Книги,SUBJ_0033,СуперСервисЛайн,2,0.4376
Ничего выдающегося. Приемлемо.,3,Продукты питания,SUBJ_0017,СтандартТрейд,1,-0.3367
"Так себе, переплёт не идеально но сойдёт.",3,Книги,SUBJ_0015,ЛюксПро,1,0.2976
"Качественный продукт, однако долгая доставка.",3,Косметика,SUBJ_0047,СуперСервисСток,1,-0.1012
"Всё отлично, стоит своих денег, но не впечатлило.",4,Одежда,SUBJ_0023,ГлобалГрупп,2,0.9956
На троечку. Ожидал большего.,4,Электроника,SUBJ_0042,ПремиумСток,1,0.543
"Топ, правда хамское обслуживание.",2,Отель,SUBJ_0048,ПремиумСток,1,-0.2048
Качество пошива не соответствует описанию. Разочарован.,1,Одежда,SUBJ_0037,ЛюксЦентр,0,-0.3896
"Очень доволен, буду заказывать ещё, однако бывает и лучше.",4,Бытовая техника,SUBJ_0007,ЛюксХаб,2,0.462
"Разочарован, посадка быстро износилось.",1,Одежда,SUBJ_0037,ЛюксЦентр,0,-0.1919
"На троечку, текстура есть и плюсы и минусы.",3,Косметика,SUBJ_0016,МегаМаркетСток,1,-0.1492
Упаковка превзошло ожидания. Топ.,4,Продукты питания,SUBJ_0010,ЭкспрессГрупп,2,0.3831
Не хуже других. Ничего особенного.,4,Книги,SUBJ_0035,МаксимумШоп,1,0.2546
Не идеально но сойдёт. На троечку.,1,Бытовая техника,SUBJ_0007,ЛюксХаб,0,-0.5754
 потерянная посылка. Разочарован!,2,Одежда,SUBJ_0023,ГлобалГрупп,1,-0.1435
Очень доволен! слегка отличный сервис.,4,Ресторан,SUBJ_0026,МаксимумГрупп,2,0.3578
"Могло быть лучше, номер ожидал большего.",2,Отель,SUBJ_0005,ГлобалСток,1,-0.0314
Весьма буду заказывать ещё. Качественный продукт!,5,Одежда,SUBJ_0011,ГлобалТрейд,2,0.6865
Кошмар. Но приятно удивлён.,3,Отель,SUBJ_0047,СуперСервисСток,1,-0.5134
Слегка приятно удивлён. Прекрасная покупка!,3,Электроника,SUBJ_0009,ТехноМирМаркет,2,0.5181
"Полное разочарование, низкое качество, но за такие деньги норм.",1,Электроника,SUBJ_0042,ПремиумСток,0,-0.5566
"Обычный товар, свежесть обычное качество.",2,Продукты питания,SUBJ_0001,ГлобалЛайн,1,0.5021
Материал обман покупателей. Разочарован.,3,Спорт и отдых,SUBJ_0030,ГлобалШоп,0,-0.3165
"Отвратительно, прочность быстро износилось.",1,Спорт и отдых,SUBJ_0006,ТехноМирСток,0,-0.5839
Приемлемо. Без восторга.,3,Спорт и отдых,SUBJ_0028,ГлобалПлюс,1,-0.2009
"Замечательно, превзошло ожидания, однако бывает и лучше.",3,Косметика,SUBJ_0011,ГлобалТрейд,2,0.8477
"Великолепно, нет нареканий, правда обычное качество.",5,Доставка,SUBJ_0047,СуперСервисСток,2,0.5258
Разочарован! довольно пришло поврежденное.,1,Отель,SUBJ_0005,ГлобалСток,0,-0.3708
Бывает и лучше. На троечку.,5,Спорт и отдых,SUBJ_0016,МегаМаркетСток,2,0.4048
"Брак, быстро износилось, при этом бывает и лучше.",4,Доставка,SUBJ_0004,ТехноМирПро,1,-0.1403
"Очень доволен, правда не соответствует описанию.",3,Продукты питания,SUBJ_0038,ТехноМирПро,1,-0.6863
"Деньги на ветер, при этом превзошло ожидания.",2,Одежда,SUBJ_0019,ГлобалГрупп,1,-0.2114
Расположение не соответствует описанию. Отвратительно.,1,Отель,SUBJ_0017,СтандартТрейд,0,-0.3117
"Жалею что купил, эффект деньги не вернули.",1,Косметика,SUBJ_0030,ГлобалШоп,0,-0.5847
Всё отлично!  радует каждый день.,3,Доставка,SUBJ_0045,МаксимумМаркет,1,-0.3523
"Брак, расположение низкое качество.",1,Отель,SUBJ_0013,ЭкспрессТрейд,0,-0.4327
Весьма обман покупателей. Плохой товар!,1,Бытовая техника,SUBJ_0032,ОптимаМаркет,0,-0.8936
"Средне, обслуживание без восторга.",5,Ресторан,SUBJ_0041,СтандартЦентр,2,0.6452
Худшая покупка! весьма не стоит таких денег.,3,Книги,SUBJ_0040,МегаМаркетХаб,0,-0.3004
"Средне, чистота не хуже других.",4,Отель,SUBJ_0013,ЭкспрессТрейд,1,-0.0779
Слегка приятно удивлён. Хороший выбор!,5,Косметика,SUBJ_0044,ЭкспрессПро,2,0.7841
"Соответствует цене, посадка средний уровень.",5,Одежда,SUBJ_0002,МегаМаркетСток,2,0.3871
"Полное разочарование, еда быстро износилось.",1,Ресторан,SUBJ_0006,ТехноМирСток,0,-0.5094
Удобство превзошло ожидания. Прекрасная покупка.,4,Спорт и отдых,SUBJ_0015,ЛюксПро,2,0.419
Еда пришло поврежденное. Плохой товар.,1,Ресторан,SUBJ_0024,СтандартМаркет,0,-0.1828
Деньги на ветер! немного потерянная посылка.,2,Бытовая техника,SUBJ_0042,ПремиумСток,0,-0.5949
 приятно удивлён. Всё отлично!,5,Одежда,SUBJ_0023,ГлобалГрупп,2,0.8812
Довольно сломалось через неделю. Разочарован!,1,Ресторан,SUBJ_0024,СтандартМаркет,0,-0.3914
"Жалею что купил, долгая доставка, однако не хуже других.",1,Отель,SUBJ_0039,СуперСервисХаб,0,-0.3752
Так себе. За такие деньги норм.,2,Одежда,SUBJ_0047,СуперСервисСток,1,0.1589
Материал деньги не вернули. Ужасное качество.,1,Одежда,SUBJ_0023,ГлобалГрупп,0,-0.9683
"Могло быть лучше, атмосфера ожидал большего.",3,Ресторан,SUBJ_0018,ГлобалПро,1,0.1017
"Рекомендую, полностью доволен, однако ничего выдающегося.",5,Спорт и отдых,SUBJ_0028,ГлобалПлюс,2,0.207
"Очень доволен, скорость отличный сервис.",5,Доставка,SUBJ_0025,ГлобалМаркет,2,0.338
"Так себе, переплёт не впечатлило.",3,Книги,SUBJ_0009,ТехноМирМаркет,1,-0.1275
Не впечатлило. На троечку.,4,Одежда,SUBJ_0023,ГлобалГрупп,1,0.223
Пойдёт. Обычное качество.,3,Отель,SUBJ_0045,МаксимумМаркет,1,-0.17
 долгая доставка. Не рекомендую!,3,Ресторан,SUBJ_0026,МаксимумГрупп,0,0.1004
Материал сломалось через неделю. Брак.,2,Спорт и отдых,SUBJ_0021,ПремиумЦентр,0,0.01
"Замечательно, качество на высоте, правда бывает и лучше.",4,Спорт и отдых,SUBJ_0021,ПремиумЦентр,2,0.4757
"Полное разочарование, материал деньги не вернули.",3,Спорт и отдых,SUBJ_0021,ПремиумЦентр,0,-0.673
Упаковка приятно удивлён. Отличный товар.,4,Доставка,SUBJ_0045,МаксимумМаркет,2,0.1483
Атмосфера не соответствует описанию. Брак.,1,Ресторан,SUBJ_0019,ГлобалГрупп,0,-0.1258
Не хуже других. Нормально.,5,Продукты питания,SUBJ_0001,ГлобалЛайн,2,0.4398
"Полное разочарование, сломалось через неделю, но можно взять если нужно.",4,Продукты питания,SUBJ_0038,ТехноМирПро,1,0.0935
Надёжность деньги не вернули. Плохой товар.,2,Бытовая техника,SUBJ_0006,ТехноМирСток,0,-0.4841
Есть недостатки. Ожидал большего.,2,Отель,SUBJ_0017,СтандартТрейд,1,-0.0732
"Очень доволен, приятно удивлён, но без восторга.",5,Книги,SUBJ_0020,ГлобалПро,2,0.4928
"Пойдёт, качество пошива ничего выдающегося.",2,Одежда,SUBJ_0019,ГлобалГрупп,1,0.0537
"Могло быть лучше, упаковка ничего выдающегося.",3,Косметика,SUBJ_0032,ОптимаМаркет,1,0.1692
Ничего особенного. Не впечатлило.,4,Косметика,SUBJ_0024,СтандартМаркет,1,0.3796
"Качественный продукт, печать качество на высоте.",5,Книги,SUBJ_0035,МаксимумШоп,2,0.8262
Довольно долгая доставка. Ужасное качество!,2,Электроника,SUBJ_0003,СтандартХаб,0,-0.9605
Деньги на ветер. Но работает идеально.,3,Одежда,SUBJ_0037,ЛюксЦентр,1,0.0338
Без восторга. Ничего особенного.,3,Бытовая техника,SUBJ_0047,СуперСервисСток,2,0.5703
"Соответствует цене, посадка за такие деньги норм.",3,Одежда,SUBJ_0046,ТехноМирГрупп,1,0.0568
Не рекомендую! слегка не стоит таких денег.,2,Доставка,SUBJ_0014,ПремиумПлюс,0,-0.1814
Батарея всё как в описании. Замечательно.,4,Электроника,SUBJ_0034,ЛюксГрупп,1,-0.0956
"Супер, при этом долгая доставка.",3,Спорт и отдых,SUBJ_0008,ОптимаШоп,1,0.0672
Могло быть лучше. Без восторга.,2,Бытовая техника,SUBJ_0004,ТехноМирПро,1,0.0971
"Плохой товар, низкое качество, хотя без восторга.",1,Продукты питания,SUBJ_0036,ЭкспрессЛайн,0,-0.9003
Качественный продукт. Однако сломалось через неделю.,2,Бытовая техника,SUBJ_0004,ТехноМирПро,1,0.3712
"Отвратительно, хотя приятно удивлён.",3,Одежда,SUBJ_0012,МегаМаркетХаб,1,0.3974
Ничего особенного. Не впечатлило.,2,Одежда,SUBJ_0036,ЭкспрессЛайн,1,-0.0018
Очень нет нареканий. Очень доволен!,3,Спорт и отдых,SUBJ_0024,СтандартМаркет,1,-0.3461
Слегка нет нареканий. Супер!,3,Отель,SUBJ_0039,СуперСервисХаб,2,0.3061
Ничего выдающегося. Соответствует цене.,2,Косметика,SUBJ_0000,МегаМаркетПлюс,0,-0.252
Упаковка обман покупателей. Не рекомендую.,2,Доставка,SUBJ_0035,МаксимумШоп,1,-0.3809
"Нормально, текстура ожидал большего.",3,Косметика,SUBJ_0008,ОптимаШоп,1,0.0733
"Плохой товар, но полностью доволен.",3,Книги,SUBJ_0040,МегаМаркетХаб,2,0.4246
Звук приятно удивлён. Очень доволен.,4,Электроника,SUBJ_0003,СтандартХаб,2,0.443
Худшая покупка! крайне сломалось через неделю.,2,Спорт и отдых,SUBJ_0028,ГлобалПлюс,0,-0.6992
"Разочарован, хамское обслуживание, хотя есть и плюсы и минусы.",2,Бытовая техника,SUBJ_0049,ГлобалМаркет,0,-0.3463
"Прекрасная покупка, номер превзошло ожидания.",5,Отель,SUBJ_0039,СуперСервисХаб,2,0.1277
"Брак, при этом всё как в описании.",3,Доставка,SUBJ_0045,МаксимумМаркет,1,0.1117
"Полное разочарование, обман покупателей, но бывает и лучше.",2,Продукты питания,SUBJ_0010,ЭкспрессГрупп,0,-0.4984
"Худшая покупка, правда отличный сервис.",4,Книги,SUBJ_0031,ГлобалЦентр,1,-0.2022
Качество пошива стоит своих денег. Великолепно.,5,Одежда,SUBJ_0011,ГлобалТрейд,2,0.7482
Очень долгая доставка. Не советую!,1,Электроника,SUBJ_0042,ПремиумСток,0,-0.7688
Весьма не работает. Не рекомендую!,1,Одежда,SUBJ_0029,МаксимумГрупп,0,-0.3305
Весьма долгая доставка. Разочарован!,2,Отель,SUBJ_0039,СуперСервисХаб,0,-0.5828
"Пойдёт, чистота можно взять если нужно.",3,Отель,SUBJ_0039,СуперСервисХаб,1,-0.0165
"Кошмар, деньги не вернули, но есть и плюсы и минусы.",1,Книги,SUBJ_0040,МегаМаркетХаб,0,-0.7665
"Очень доволен, хотя не работает.",4,Книги,SUBJ_0040,МегаМаркетХаб,1,-0.1533
"Деньги на ветер, обман покупателей. Однако можно взять если нужно.",2,Доставка,SUBJ_0014,ПремиумПлюс,1,0.0594
Печать деньги не вернули. Худшая покупка.,1,Книги,SUBJ_0031,ГлобалЦентр,0,-0.494
Неплохо но. Бывает и лучше.,3,Бытовая техника,SUBJ_0006,ТехноМирСток,1,-0.0749
"Полное разочарование, быстро износилось. Однако не идеально но сойдёт.",4,Бытовая техника,SUBJ_0014,ПремиумПлюс,1,-0.3438
 не стоит таких денег. Жалею что купил!,2,Бытовая техника,SUBJ_0004,ТехноМирПро,0,-0.4031
Понравилось! слегка качество на высоте.,4,Спорт и отдых,SUBJ_0030,ГлобалШоп,2,0.7891
"Прекрасная покупка, стоит своих денег, однако бывает и лучше.",5,Доставка,SUBJ_0019,ГлобалГрупп,2,0.1887
Очень радует каждый день. Рекомендую!,3,Продукты питания,SUBJ_0036,ЭкспрессЛайн,1,-0.0359
"Нормально, функционал без восторга.",4,Бытовая техника,SUBJ_0006,ТехноМирСток,2,0.3758
Крайне качество на высоте. Прекрасная покупка!,5,Ресторан,SUBJ_0033,СуперСервисЛайн,2,0.6015
"Брак, деньги не вернули, правда бывает и лучше.",1,Ресторан,SUBJ_0018,ГлобалПро,0,-0.7913
"Полное разочарование, печать сломалось через неделю.",2,Книги,SUBJ_0020,ГлобалПро,0,-0.453
Номер качество на высоте. Хороший выбор.,5,Отель,SUBJ_0048,ПремиумСток,2,0.6627
"Разочарован, низкое качество, однако обычное качество.",3,Одежда,SUBJ_0037,ЛюксЦентр,1,-0.2892
"Разочарован, при этом быстрая доставка.",2,Продукты питания,SUBJ_0038,ТехноМирПро,1,0.2881
"Средне, обслуживание ничего выдающегося.",2,Ресторан,SUBJ_0026,МаксимумГрупп,0,-0.4641
Лучшее что покупал! крайне всё как в описании.,2,Косметика,SUBJ_0016,МегаМаркетСток,0,-0.4159
Бывает и лучше. Приемлемо.,3,Продукты питания,SUBJ_0022,СуперСервисТрейд,1,0.2617
Не советую. Однако буду заказывать ещё.,3,Доставка,SUBJ_0021,ПремиумЦентр,1,-0.1239
"Качественный продукт, нет нареканий. Однако есть и плюсы и минусы.",3,Одежда,SUBJ_0012,МегаМаркетХаб,1,-0.1378
Жалею что купил! немного обман покупателей.,1,Доставка,SUBJ_0045,МаксимумМаркет,0,-0.7144
"Ничего особенного, прочность ожидал большего.",4,Спорт и отдых,SUBJ_0030,ГлобалШоп,1,0.0813
Есть недостатки. Можно взять если нужно.,3,Косметика,SUBJ_0000,МегаМаркетПлюс,1,-0.0754
"Хороший выбор, полностью доволен. Но ожидал большего.",5,Электроника,SUBJ_0048,ПремиумСток,2,0.5159
"Супер, работает идеально. Но бывает и лучше.",5,Косметика,SUBJ_0011,ГлобалТрейд,2,0.0566
"Не рекомендую, сломалось через неделю. С другой стороны, обычное качество.",3,Бытовая техника,SUBJ_0006,ТехноМирСток,1,0.0709
"Не советую, деньги не вернули, хотя ожидал большего.",1,Отель,SUBJ_0039,СуперСервисХаб,0,-0.5531
Довольно не стоит таких денег. Худшая покупка!,2,Доставка,SUBJ_0045,МаксимумМаркет,1,0.3969
"Лучшее что покупал, упаковка превзошло ожидания.",4,Доставка,SUBJ_0003,СтандартХаб,2,0.5415
"Прекрасная покупка, радует каждый день, но ничего выдающегося.",5,Бытовая техника,SUBJ_0007,ЛюксХаб,2,0.5921
Отвратительно! очень потерянная посылка.,1,Книги,SUBJ_0031,ГлобалЦентр,0,-0.2321
Всё отлично. Однако не стоит таких денег.,3,Одежда,SUBJ_0002,МегаМаркетСток,1,0.0808
Есть и плюсы и минусы. Обычный товар.,3,Книги,SUBJ_0040,МегаМаркетХаб,1,0.051
Можно взять если нужно. Есть недостатки.,4,Одежда,SUBJ_0002,МегаМаркетСток,1,0.4191
 деньги не вернули. Не советую!,2,Одежда,SUBJ_0037,ЛюксЦентр,0,-0.6502
Ожидал большего. Могло быть лучше.,2,Ресторан,SUBJ_0046,ТехноМирГрупп,1,0.0838
"Брак, печать долгая доставка.",2,Книги,SUBJ_0031,ГлобалЦентр,0,-0.739
Удобство хамское обслуживание. Кошмар.,1,Спорт и отдых,SUBJ_0016,МегаМаркетСток,0,-0.1887
Упаковка отличный сервис. Топ.,4,Продукты питания,SUBJ_0018,ГлобалПро,2,0.5938
"Не советую, персонал деньги не вернули.",4,Отель,SUBJ_0001,ГлобалЛайн,1,-0.2958
"Топ. С другой стороны, пришло поврежденное.",3,Бытовая техника,SUBJ_0006,ТехноМирСток,1,0.1258
"Рекомендую, полностью доволен, при этом ожидал большего.",3,Продукты питания,SUBJ_0030,ГлобалШоп,1,-0.2539
"Рекомендую, скорость работает идеально.",3,Электроника,SUBJ_0048,ПремиумСток,2,0.1721
Очень потерянная посылка. Полное разочарование!,1,Доставка,SUBJ_0014,ПремиумПлюс,0,-0.2559
Средний уровень. Есть недостатки.,4,Косметика,SUBJ_0043,МегаМаркетСток,1,-0.0512
"Супер, цвет отличный сервис.",4,Одежда,SUBJ_0029,МаксимумГрупп,2,0.3245
Средний уровень. Средне.,5,Спорт и отдых,SUBJ_0022,СуперСервисТрейд,2,0.7802
"Не советую, быстро износилось, при этом без восторга.",2,Спорт и отдых,SUBJ_0049,ГлобалМаркет,0,-0.4486
"Разочарован, низкое качество. Однако есть и плюсы и минусы.",2,Отель,SUBJ_0005,ГлобалСток,0,-0.4995
Крайне быстро износилось. Жалею что купил!,2,Электроника,SUBJ_0018,ГлобалПро,0,-0.2229
"Всё отлично, приятно удивлён, однако не хуже других.",2,Одежда,SUBJ_0012,МегаМаркетХаб,0,-0.4013
Плохой товар!  не стоит таких денег.,2,Продукты питания,SUBJ_0036,ЭкспрессЛайн,0,-0.6148
"Разочарован, завтрак деньги не вернули.",3,Отель,SUBJ_0005,ГлобалСток,1,-0.3835
Полное разочарование! крайне обман покупателей.,1,Электроника,SUBJ_0042,ПремиумСток,0,-0.6502
Качественный продукт! слегка всё как в описании.,3,Косметика,SUBJ_0008,ОптимаШоп,1,-0.1633
Обычное качество. Так себе.,2,Бытовая техника,SUBJ_0007,ЛюксХаб,1,-0.2037
"Топ, однако пришло поврежденное.",4,Одежда,SUBJ_0002,МегаМаркетСток,1,-0.0885
Отличный товар!  работает идеально.,4,Продукты питания,SUBJ_0036,ЭкспрессЛайн,2,0.7637
Обычный товар. Не впечатлило.,3,Доставка,SUBJ_0001,ГлобалЛайн,1,0.2921
 низкое качество. Отвратительно!,1,Спорт и отдых,SUBJ_0030,ГлобалШоп,0,-0.8056
"Жалею что купил, не работает. С другой стороны, без восторга.",3,Доставка,SUBJ_0037,ЛюксЦентр,0,-0.1664
Не рекомендую! крайне не соответствует описанию.,1,Косметика,SUBJ_0032,ОптимаМаркет,0,-0.8128
Бывает и лучше. Обычный товар.,2,Доставка,SUBJ_0012,МегаМаркетХаб,1,-0.0597
"Могло быть лучше, материал за такие деньги норм.",5,Одежда,SUBJ_0013,ЭкспрессТрейд,2,0.5627
Слегка буду заказывать ещё. Очень доволен!,5,Продукты питания,SUBJ_0035,МаксимумШоп,2,0.6714
На троечку. Бывает и лучше.,3,Косметика,SUBJ_0021,ПремиумЦентр,1,-0.0391
Пойдёт. Обычное качество.,2,Электроника,SUBJ_0038,ТехноМирПро,1,-0.1605
Пойдёт. Ожидал большего.,3,Косметика,SUBJ_0010,ЭкспрессГрупп,1,0.1479
"Деньги на ветер, хамское обслуживание, но ничего выдающегося.",3,Ресторан,SUBJ_0024,СтандартМаркет,1,-0.0962
Весьма буду заказывать ещё. Очень доволен!,5,Отель,SUBJ_0048,ПремиумСток,2,1.0
"Великолепно, цены качество на высоте.",5,Ресторан,SUBJ_0024,СтандартМаркет,2,0.6182
Очень долгая доставка. Брак!,3,Косметика,SUBJ_0032,ОптимаМаркет,0,-0.7683
Немного буду заказывать ещё. Хороший выбор!,4,Продукты питания,SUBJ_0038,ТехноМирПро,2,0.4926
За такие деньги норм. Есть недостатки.,4,Отель,SUBJ_0005,ГлобалСток,1,0.0291
"Супер, свежесть отличный сервис.",4,Продукты питания,SUBJ_0001,ГлобалЛайн,2,0.4221
"Полное разочарование, быстро износилось. С другой стороны, без восторга.",2,Книги,SUBJ_0040,МегаМаркетХаб,0,-0.807
"Плохой товар, долгая доставка. Однако средний уровень.",1,Продукты питания,SUBJ_0010,ЭкспрессГрупп,0,-0.1523
Текстура потерянная посылка. Кошмар.,3,Косметика,SUBJ_0016,МегаМаркетСток,1,-0.0052
"Супер, отличный сервис, однако за такие деньги норм.",4,Бытовая техника,SUBJ_0011,ГлобалТрейд,2,0.1598
"Плохой товар, расположение не стоит таких денег.",1,Отель,SUBJ_0043,МегаМаркетСток,0,-0.0718
Не рекомендую! довольно сломалось через неделю.,2,Бытовая техника,SUBJ_0004,ТехноМирПро,0,-0.5606
 потерянная посылка. Не советую!,1,Спорт и отдых,SUBJ_0039,СуперСервисХаб,0,-0.3881
Соответствует цене. За такие деньги норм.,4,Одежда,SUBJ_0011,ГлобалТрейд,1,-0.2736
Хороший выбор!  стоит своих денег.,2,Одежда,SUBJ_0017,СтандартТрейд,1,-0.0839
Ожидал большего. Ничего особенного.,4,Книги,SUBJ_0031,ГлобалЦентр,1,-0.2798
Средне. Не впечатлило.,4,Косметика,SUBJ_0033,СуперСервисЛайн,1,0.229
Худшая покупка!  быстро износилось.,1,Книги,SUBJ_0031,ГлобалЦентр,0,-0.5541
Эффект не соответствует описанию. Полное разочарование.,1,Косметика,SUBJ_0044,ЭкспрессПро,0,-0.6946
Материал быстро износилось. Жалею что купил.,1,Одежда,SUBJ_0019,ГлобалГрупп,0,-0.5676
Не идеально но сойдёт. Приемлемо.,3,Продукты питания,SUBJ_0038,ТехноМирПро,1,0.2367
Плохой товар! весьма потерянная посылка.,2,Ресторан,SUBJ_0047,СуперСервисСток,1,0.0925
"Разочарован, хотя нет нареканий.",4,Продукты питания,SUBJ_0001,ГлобалЛайн,1,-0.0104
"Прекрасная покупка, работает идеально, но средний уровень.",5,Отель,SUBJ_0039,СуперСервисХаб,2,0.1854
"Великолепно, приятно удивлён. С другой стороны, средний уровень.",3,Одежда,SUBJ_0017,СтандартТрейд,2,1.0
"Великолепно, надёжность превзошло ожидания.",5,Бытовая техника,SUBJ_0007,ЛюксХаб,2,0.8535
Качество пошива низкое качество. Брак.,1,Одежда,SUBJ_0023,ГлобалГрупп,0,-0.258
"Приемлемо, функционал обычное качество.",3,Бытовая техника,SUBJ_0006,ТехноМирСток,1,0.199
"Понравилось, работает идеально, хотя средний уровень.",5,Книги,SUBJ_0020,ГлобалПро,2,0.5725
Качественный продукт! весьма буду заказывать ещё.,4,Косметика,SUBJ_0016,МегаМаркетСток,2,0.3653
Срок годности работает идеально. Замечательно.,4,Продукты питания,SUBJ_0009,ТехноМирМаркет,2,0.5239
Очень доволен. Но сломалось через неделю.,3,Спорт и отдых,SUBJ_0028,ГлобалПлюс,1,0.0567
"На троечку, вкус не хуже других.",4,Продукты питания,SUBJ_0039,СуперСервисХаб,1,0.2617
Могло быть лучше. Средний уровень.,1,Одежда,SUBJ_0029,МаксимумГрупп,0,-0.6302
Качественный продукт. Но долгая доставка.,4,Электроника,SUBJ_0003,СтандартХаб,1,-0.0586
"Пойдёт, срок годности бывает и лучше.",3,Продукты питания,SUBJ_0048,ПремиумСток,1,0.1369
"Средне, номер можно взять если нужно.",3,Отель,SUBJ_0039,СуперСервисХаб,1,-0.2115
"Лучшее что покупал, правда обман покупателей.",2,Спорт и отдых,SUBJ_0016,МегаМаркетСток,1,-0.1806
"Кошмар, печать быстро износилось.",1,Книги,SUBJ_0040,МегаМаркетХаб,0,-0.4691
"Отвратительно, хамское обслуживание, правда обычное качество.",3,Продукты питания,SUBJ_0029,МаксимумГрупп,1,0.2146
Деньги на ветер! немного не стоит таких денег.,2,Отель,SUBJ_0031,ГлобалЦентр,0,-0.9778
"Отвратительно, долгая доставка. Но ничего выдающегося.",3,Ресторан,SUBJ_0046,ТехноМирГрупп,1,0.4504
"Брак, шум обман покупателей.",3,Бытовая техника,SUBJ_0022,СуперСервисТрейд,1,0.4578
"Жалею что купил, хамское обслуживание. С другой стороны, обычное качество.",2,Продукты питания,SUBJ_0032,ОптимаМаркет,0,-0.9455
Чистота потерянная посылка. Жалею что купил.,2,Отель,SUBJ_0014,ПремиумПлюс,0,-0.6535
Очень не работает. Не рекомендую!,2,Одежда,SUBJ_0023,ГлобалГрупп,0,-0.1748
Есть недостатки. Обычное качество.,2,Книги,SUBJ_0040,МегаМаркетХаб,1,0.0569
Завтрак превзошло ожидания. Великолепно.,4,Отель,SUBJ_0034,ЛюксГрупп,2,0.2598
За такие деньги норм. Средне.,3,Отель,SUBJ_0023,ГлобалГрупп,1,0.1743
Чистота потерянная посылка. Разочарован.,4,Отель,SUBJ_0005,ГлобалСток,1,-0.2586
"Лучшее что покупал, радует каждый день, хотя можно взять если нужно.",5,Косметика,SUBJ_0043,МегаМаркетСток,2,0.6065
Понравилось! довольно превзошло ожидания.,4,Ресторан,SUBJ_0033,СуперСервисЛайн,2,0.3039
 работает идеально. Лучшее что покупал!,5,Одежда,SUBJ_0047,СуперСервисСток,2,0.4414
"На троечку, цвет не идеально но сойдёт.",4,Одежда,SUBJ_0011,ГлобалТрейд,1,0.1253
"Рекомендую, однако обман покупателей.",3,Ресторан,SUBJ_0018,ГлобалПро,1,-0.0026
Атмосфера радует каждый день. Рекомендую.,5,Ресторан,SUBJ_0046,ТехноМирГрупп,2,0.3179
Слегка не соответствует описанию. Худшая покупка!,2,Одежда,SUBJ_0037,ЛюксЦентр,0,-0.3247
Ничего выдающегося. Приемлемо.,3,Продукты питания,SUBJ_0036,ЭкспрессЛайн,1,0.1509
Качественный продукт! слегка всё как в описании.,5,Отель,SUBJ_0017,СтандартТрейд,2,0.3646
"Замечательно, приятно удивлён, при этом без восторга.",3,Спорт и отдых,SUBJ_0030,ГлобалШоп,1,-0.2252
"Отвратительно, цена доставки быстро износилось.",1,Доставка,SUBJ_0045,МаксимумМаркет,0,-0.94
"Кошмар, свежесть не стоит таких денег.",3,Продукты питания,SUBJ_0036,ЭкспрессЛайн,1,-0.1259
"Лучшее что покупал, размер быстрая доставка.",5,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.561
"Плохой товар, не работает, однако без восторга.",3,Продукты питания,SUBJ_0010,ЭкспрессГрупп,1,-0.0982
